statename,distname,YEAR,RAPE,CUSTODIAL RAPE,CRIMINAL BREACH OF TRUST,CHEATING,ARSON,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR HIS RELATIVES,CAUSING DEATH BY NEGLIGENCE
Nagaland,Zunheboto,2009,3,0,0,2,0,0,0,0,0
Nagaland,Total,2009,22,0,6,33,4,0,11,0,34
Orissa,Angul,2009,59,0,2,43,23,10,224,82,123
Orissa,Balasore,2009,46,0,37,103,19,46,124,244,0
Orissa,Baragarh,2009,25,0,0,22,15,7,86,36,130
Orissa,Berhampur,2009,18,0,7,44,9,3,130,12,59
Orissa,Bhadrak,2009,46,0,7,63,18,23,108,134,70
Orissa,Bolangir,2009,46,0,3,34,0,5,147,97,96
Orissa,Boudh,2009,7,0,2,4,7,4,27,6,0
Orissa,Cuttack,2009,25,0,0,26,13,30,24,133,135
Orissa,Dcp Bbsr,2009,32,0,14,104,12,17,50,46,152
Orissa,Dcp Ctc,2009,14,0,4,50,2,8,31,78,91
Orissa,Deogarh,2009,12,0,2,5,3,2,55,12,47
Orissa,Dhenkanal,2009,23,0,9,23,17,15,159,30,111
Orissa,Gajapati,2009,9,0,2,9,36,1,49,14,12
Orissa,Ganjam,2009,34,0,16,19,29,27,249,21,0
Orissa,Jagatsinghpur,2009,31,0,4,36,11,19,11,70,148
Orissa,Jajpur,2009,32,0,12,30,19,30,86,110,112
Orissa,Jharsuguda,2009,7,0,18,21,14,5,41,25,109
Orissa,Kalahandi,2009,30,0,5,49,10,7,75,53,57
Orissa,Kandhamal,2009,24,0,5,73,5,6,66,34,0
Orissa,Kendrapara,2009,28,0,3,15,11,11,5,17,84
Orissa,Keonjhar,2009,53,0,28,38,24,20,195,45,323
Orissa,Khurda,2009,27,0,5,33,6,11,13,133,78
Orissa,Koraput,2009,41,0,2,20,11,2,82,95,157
Orissa,Malkangir,2009,15,0,1,6,12,0,21,17,13
Orissa,Mayurbhanj,2009,80,0,19,20,15,26,214,152,192
Orissa,Nayagarh,2009,29,0,1,36,2,11,12,87,3
Orissa,Nowrangpur,2009,35,0,8,13,3,1,60,30,37
Orissa,Nuapada,2009,17,0,2,16,5,1,53,14,27
Orissa,Puri,2009,29,0,5,61,22,20,22,71,91
Orissa,Rayagada,2009,36,0,9,17,6,3,55,35,1
Orissa,Rourkela,2009,38,0,12,34,7,5,83,58,178
Orissa,Sambalpur,2009,35,0,6,37,12,0,38,28,148
Orissa,Sonepur,2009,17,0,0,10,3,3,46,15,30
Orissa,Srp(Cuttack),2009,2,0,2,6,0,1,7,0,0
Orissa,Srp(Rourkela),2009,1,0,0,5,0,0,8,2,4
Orissa,Sundargarh,2009,20,0,6,12,12,4,41,11,161
Orissa,Total,2009,1023,0,258,1137,413,384,2697,2047,2979
Punjab,Amritsar,2009,15,0,18,261,3,7,15,85,132
Punjab,Amritsar Rural,2009,14,0,7,94,3,4,6,26,70
Punjab,Barnala,2009,13,0,3,38,1,1,6,7,70
Punjab,Batala,2009,21,0,3,81,3,4,11,40,68
Punjab,Bhatinda,2009,32,0,22,263,9,5,16,43,6
Punjab,Faridkot,2009,17,0,6,65,3,3,9,21,0
Punjab,Fatehgarh Sahib,2009,7,0,11,127,0,3,8,21,159
Punjab,Ferozpur,2009,43,0,18,130,12,6,13,32,150
Punjab,G.R.P,2009,1,0,1,13,0,2,0,0,0
Punjab,Gurdaspur,2009,14,0,11,45,3,2,12,40,145
Punjab,Hoshiarpur,2009,37,0,10,117,12,9,12,57,227
Punjab,Jalandhar,2009,35,0,13,326,21,13,61,140,258
Punjab,Kapurthala,2009,21,0,2,93,1,3,5,23,107
Punjab,Khanna,2009,10,0,0,67,0,3,7,35,172
Punjab,Ludhiana,2009,39,0,24,296,6,10,31,92,237
Punjab,Ludhiana Rural,2009,13,0,8,47,0,4,3,37,101
Punjab,Mansa,2009,13,0,4,68,3,8,13,11,0
Punjab,Moga,2009,18,0,20,85,0,2,19,24,97
Punjab,Muktsar,2009,20,0,1,53,0,2,2,14,64
Punjab,Patiala,2009,28,0,24,300,12,12,20,152,344
Punjab,Ropar,2009,13,0,1,67,3,3,9,20,135
Punjab,Sangrur,2009,25,0,11,124,2,9,6,60,174
Punjab,Sas Ngr,2009,23,0,7,132,0,6,15,32,402
Punjab,Sbs Nagar,2009,12,0,4,98,4,2,4,43,86
Punjab,Tarn Taran,2009,27,0,5,108,0,3,16,6,85
Punjab,Total,2009,511,0,234,3098,101,126,319,1061,3289
Rajasthan,Ajmer,2009,47,0,20,662,7,17,64,546,481
Rajasthan,Alwar,2009,101,0,18,886,18,35,139,516,475
Rajasthan,Banswara,2009,40,0,8,100,22,3,43,143,121
Rajasthan,Baran,2009,55,0,11,240,13,9,130,289,127
Rajasthan,Barmer,2009,31,0,8,288,28,14,96,150,176
Rajasthan,Bharatpur,2009,82,0,20,633,21,35,39,437,264
Rajasthan,Bhilwara,2009,52,0,38,456,14,7,97,518,318
Rajasthan,Bikaner,2009,37,0,5,353,21,11,83,353,268
Rajasthan,Bundi,2009,37,0,6,208,15,5,138,270,155
Rajasthan,Chittorgarh,2009,44,0,34,309,24,7,82,463,238
Rajasthan,Churu,2009,33,0,5,424,15,11,19,296,186
Rajasthan,Dausa,2009,13,0,12,261,13,14,19,144,242
Rajasthan,Dholpur,2009,30,0,6,193,8,32,19,180,88
Rajasthan,Dungarpur,2009,29,0,18,38,17,11,47,97,110
Rajasthan,G.R.P.,2009,1,0,1,4,0,2,9,0,4
Rajasthan,Ganganagar,2009,89,0,23,816,4,13,61,646,177
Rajasthan,Hanumangarh,2009,54,0,19,578,5,16,60,266,145
Rajasthan,Jaipur East,2009,29,0,40,732,5,6,53,179,179
Rajasthan,Jaipur North,2009,23,0,44,629,0,9,31,202,136
Rajasthan,Jaipur Rural,2009,49,0,30,850,26,14,94,256,712
Rajasthan,Jaipur South,2009,17,0,211,1166,8,5,18,192,167
Rajasthan,Jaisalmer,2009,5,0,4,54,8,5,18,23,51
Rajasthan,Jalore,2009,19,0,20,174,18,9,39,142,131
Rajasthan,Jhalawar,2009,55,0,19,189,34,7,215,379,154
Rajasthan,Jhunjhunu,2009,41,0,12,441,18,13,39,280,190
Rajasthan,Jodhpur City,2009,15,0,21,590,8,9,40,242,130
Rajasthan,Jodhpur Rural,2009,27,0,11,199,19,19,43,97,243
Rajasthan,Karauli,2009,46,0,18,214,20,14,25,138,99
Rajasthan,Kota City,2009,23,0,16,431,5,7,51,376,122
Rajasthan,Kota Rural,2009,29,0,9,147,10,4,99,230,106
Rajasthan,Nagaur,2009,53,0,13,396,13,6,117,302,243
Rajasthan,Pali,2009,48,0,28,410,10,8,77,403,326
Rajasthan,Pratapgarh,2009,54,0,2,70,10,2,50,180,68
Rajasthan,Rajsamand,2009,11,0,8,145,13,3,46,205,148
Rajasthan,Sawai Madhopur,2009,17,0,10,168,11,10,18,171,96
Rajasthan,Sikar,2009,36,0,19,552,20,21,18,323,337
Rajasthan,Sirohi,2009,18,0,13,155,15,4,64,132,149
Rajasthan,Tonk,2009,20,0,11,255,7,4,26,252,177
Rajasthan,Udaipur,2009,109,0,31,621,33,15,159,353,359
Rajasthan,Total,2009,1519,0,842,15037,556,436,2485,10371,7898
Sikkim,East,2009,5,0,0,9,3,0,4,4,30
Sikkim,North,2009,0,0,0,0,2,0,0,0,5
Sikkim,South,2009,8,0,0,3,2,0,5,1,12
Sikkim,West,2009,5,0,4,0,2,0,1,1,12
Sikkim,Total,2009,18,0,4,12,9,0,10,6,59
Tamil Nadu,Ariyalur,2009,21,0,1,10,3,3,39,7,127
Tamil Nadu,Chennai,2009,39,0,46,350,2,19,42,154,602
Tamil Nadu,Chennai Rly.,2009,0,0,3,5,0,2,5,0,4
Tamil Nadu,Chennaisuburban,2009,46,0,4,222,5,20,51,59,692
Tamil Nadu,Coimbatore Rural,2009,7,0,8,60,13,4,41,56,583
Tamil Nadu,Coimbatore Urban,2009,9,0,12,103,3,4,21,48,279
Tamil Nadu,Cuddalore,2009,20,0,0,7,5,13,32,39,454
Tamil Nadu,Dharmapuri,2009,7,0,1,39,34,6,56,34,280
Tamil Nadu,Dindigul,2009,10,0,12,83,24,1,34,87,478
Tamil Nadu,Erode,2009,16,0,8,70,15,1,31,12,508
Tamil Nadu,Kanchipuram,2009,28,0,0,28,3,10,12,22,724
Tamil Nadu,Kanyakumari,2009,11,0,8,134,29,9,23,65,249
Tamil Nadu,Karur,2009,7,0,7,9,2,2,13,14,236
Tamil Nadu,Krishnagiri,2009,15,0,2,35,15,1,31,24,410
Tamil Nadu,Madurai Rural,2009,18,0,4,134,16,9,75,82,451
Tamil Nadu,Madurai Urban,2009,3,0,8,143,16,4,7,67,125
Tamil Nadu,Nagapattinam,2009,7,0,5,15,17,5,31,25,226
Tamil Nadu,Namakkal,2009,14,0,6,48,16,1,39,16,406
Tamil Nadu,Nilgiris,2009,3,0,2,12,0,0,11,4,51
Tamil Nadu,Perambalur,2009,11,0,0,22,6,4,14,2,137
Tamil Nadu,Pudukottai,2009,5,0,12,17,17,4,21,18,282
Tamil Nadu,Ramnathapuram,2009,10,0,0,60,25,1,22,23,188
Tamil Nadu,Salem Rural,2009,32,0,0,33,29,3,90,50,445
Tamil Nadu,Salem Urban,2009,20,0,13,50,2,3,13,40,115
Tamil Nadu,Sivagangai,2009,5,0,5,50,11,1,11,30,212
Tamil Nadu,Thanjavur,2009,5,0,3,42,28,8,60,17,388
Tamil Nadu,Theni,2009,9,0,1,118,22,7,50,66,222
Tamil Nadu,Thirunelveli Rural,2009,44,0,3,63,72,5,91,65,341
Tamil Nadu,Thirunelveli Urban,2009,5,0,1,37,6,1,7,6,76
Tamil Nadu,Thiruvallur,2009,12,0,3,47,1,6,15,26,302
Tamil Nadu,Thiruvannamalai,2009,12,0,1,56,26,3,18,29,401
Tamil Nadu,Thiruvarur,2009,1,0,1,20,19,0,21,8,155
Tamil Nadu,Thoothugudi,2009,20,0,9,96,25,3,3,35,291
Tamil Nadu,Tiruppur,2009,12,0,9,79,7,3,46,46,762
Tamil Nadu,Trichy Rly.,2009,0,0,1,1,0,0,2,0,2
Tamil Nadu,Trichy Rural,2009,10,0,0,20,14,6,24,27,393
Tamil Nadu,Trichy Urban,2009,6,0,0,57,2,0,11,24,128
Tamil Nadu,Vellore,2009,18,0,3,25,13,10,21,31,741
Tamil Nadu,Villupuram,2009,62,0,3,45,22,8,78,33,811
Tamil Nadu,Virudhunagar,2009,16,0,10,112,15,4,30,69,251
Tamil Nadu,Total,2009,596,0,215,2557,580,194,1242,1460,13528
Tripura,Dhalai,2009,18,0,7,4,5,1,16,47,18
Tripura,North,2009,48,0,15,13,6,6,78,174,39
Tripura,South,2009,48,0,8,40,15,8,153,192,49
Tripura,West,2009,76,0,22,53,36,14,137,402,119
Tripura,Total,2009,190,0,52,110,62,29,384,815,225
Uttar Pradesh,Agra,2009,40,0,144,320,4,83,97,381,417
Uttar Pradesh,Aligarh,2009,58,0,140,309,20,54,109,294,323
Uttar Pradesh,Allahabad,2009,38,0,111,265,4,70,59,289,365
Uttar Pradesh,Ambedkar Nagar,2009,19,0,11,99,0,15,9,102,79
Uttar Pradesh,Auraiya,2009,11,0,14,14,0,26,20,30,145
Uttar Pradesh,Azamgarh,2009,17,0,31,70,2,31,26,83,222
Uttar Pradesh,Badaun,2009,29,0,25,80,4,43,28,55,23
Uttar Pradesh,Baghpat,2009,15,0,23,53,0,16,6,72,36
Uttar Pradesh,Bahraich,2009,38,0,52,179,12,32,33,72,92
Uttar Pradesh,Ballia,2009,9,0,22,63,2,31,19,53,169
Uttar Pradesh,Balrampur,2009,8,0,13,25,2,10,11,34,27
Uttar Pradesh,Banda,2009,23,0,21,63,14,24,42,44,5
Uttar Pradesh,Barabanki,2009,19,0,101,54,3,39,34,104,174
Uttar Pradesh,Bareilly,2009,77,0,112,197,2,47,125,303,333
Uttar Pradesh,Basti,2009,12,0,24,30,2,15,3,12,125
Uttar Pradesh,Bijnor,2009,30,0,51,203,11,22,46,225,188
Uttar Pradesh,Bulandshahar,2009,38,0,32,122,2,53,36,184,274
Uttar Pradesh,Chandoli,2009,3,0,33,43,0,13,4,88,85
Uttar Pradesh,Chitrakoot Dham,2009,20,0,9,19,0,9,22,12,66
Uttar Pradesh,Deoria,2009,9,0,16,37,4,30,15,32,114
Uttar Pradesh,Etah,2009,18,0,19,147,13,42,37,92,183
Uttar Pradesh,Etawah,2009,5,0,43,90,4,35,42,112,182
Uttar Pradesh,Faizabad,2009,22,0,52,103,10,18,27,38,175
Uttar Pradesh,Fatehgarh,2009,17,0,11,35,3,23,30,61,129
Uttar Pradesh,Fatehpur,2009,28,0,45,60,0,38,39,51,219
Uttar Pradesh,Firozabad,2009,26,0,82,116,10,47,59,130,6
Uttar Pradesh,G.R.P.,2009,1,0,21,19,0,1,10,0,0
Uttar Pradesh,Gautambudh Nagar,2009,24,0,77,214,2,22,40,103,320
Uttar Pradesh,Ghaziabad,2009,53,0,256,535,7,66,88,556,456
Uttar Pradesh,Ghazipur,2009,3,0,19,53,4,29,12,63,51
Uttar Pradesh,Gonda,2009,29,0,42,175,2,42,28,3,135
Uttar Pradesh,Gorakhpur,2009,43,0,92,265,3,50,44,255,247
Uttar Pradesh,Hamirpur,2009,16,0,29,35,5,20,21,22,52
Uttar Pradesh,Hardoi,2009,29,0,36,85,5,45,61,73,236
Uttar Pradesh,Hathras,2009,22,0,50,61,1,23,33,146,147
Uttar Pradesh,J.P.Nagar,2009,26,0,18,87,0,16,21,69,69
Uttar Pradesh,Jalaun,2009,11,0,28,51,2,34,41,43,121
Uttar Pradesh,Jaunpur,2009,18,0,35,174,2,47,30,136,193
Uttar Pradesh,Jhansi,2009,14,0,23,63,0,27,33,9,42
Uttar Pradesh,Kannauj,2009,8,0,33,44,2,25,28,85,128
Uttar Pradesh,Kanpur Dehat,2009,17,0,40,59,3,22,34,113,204
Uttar Pradesh,Kanpur Nagar,2009,40,0,223,403,3,73,109,551,449
Uttar Pradesh,Kanshiram Nagar,2009,15,0,13,30,11,29,22,26,156
Uttar Pradesh,Kaushambi,2009,15,0,24,32,0,27,49,86,117
Uttar Pradesh,Khiri,2009,37,0,20,89,2,40,59,68,203
Uttar Pradesh,Kushi Nagar,2009,9,0,25,67,2,22,7,21,148
Uttar Pradesh,Lalitpur,2009,13,0,9,40,1,8,19,25,63
Uttar Pradesh,Lucknow,2009,56,0,498,915,2,53,178,664,503
Uttar Pradesh,Maharajganj,2009,17,0,13,83,3,17,12,38,99
Uttar Pradesh,Mahoba,2009,11,0,19,32,0,17,26,15,49
Uttar Pradesh,Mainpuri,2009,16,0,28,37,1,36,38,30,209
Uttar Pradesh,Mathura,2009,20,0,104,309,3,25,42,197,375
Uttar Pradesh,Mau,2009,15,0,29,48,2,10,22,60,139
Uttar Pradesh,Meerut,2009,46,0,91,274,0,41,47,361,382
Uttar Pradesh,Mirzapur,2009,11,0,33,76,0,19,9,178,87
Uttar Pradesh,Moradabad,2009,69,0,67,186,0,32,63,264,261
Uttar Pradesh,Muzaffarnagar,2009,58,0,75,195,4,27,64,340,262
Uttar Pradesh,Pilibhit,2009,15,0,38,67,0,27,37,186,98
Uttar Pradesh,Pratapgarh,2009,22,0,37,72,12,27,35,99,118
Uttar Pradesh,Raibareilly,2009,30,0,39,92,2,29,46,114,224
Uttar Pradesh,Rampur,2009,51,0,61,190,1,24,48,3,153
Uttar Pradesh,Saharanpur,2009,14,0,43,156,0,35,29,139,209
Uttar Pradesh,Sant Kabirnagar,2009,13,0,22,45,0,9,9,2,67
Uttar Pradesh,Shahjahanpur,2009,43,0,40,107,0,54,53,11,267
Uttar Pradesh,Shrawasti,2009,8,0,16,34,0,9,27,28,29
Uttar Pradesh,Sidharthnagar,2009,9,0,14,19,0,14,23,20,76
Uttar Pradesh,Sitapur,2009,61,0,54,90,2,75,74,84,48
Uttar Pradesh,Sonbhadra,2009,25,0,34,73,6,11,16,36,113
Uttar Pradesh,St.Ravidasnagar,2009,3,0,7,20,0,10,9,24,46
Uttar Pradesh,Sultanpur,2009,16,0,64,65,25,28,35,60,199
Uttar Pradesh,Unnao,2009,48,0,47,64,0,40,61,100,207
Uttar Pradesh,Varanasi,2009,10,0,94,219,6,29,12,107,246
Uttar Pradesh,Total,2009,1759,0,3917,8845,254,2232,2782,8566,12159
Uttarakhand,Almora,2009,4,0,5,11,1,4,4,11,25
Uttarakhand,Bageshwar,2009,3,0,2,4,1,2,1,2,6
Uttarakhand,Chamoli,2009,1,0,1,8,0,0,2,2,1
Uttarakhand,Champawat,2009,1,0,2,2,2,2,5,0,10
Uttarakhand,Dehradun,2009,30,0,46,212,3,11,30,133,121
Uttarakhand,Haridwar,2009,26,0,48,172,7,22,30,107,181
Uttarakhand,Nainital,2009,14,0,8,31,0,23,14,19,80
Uttarakhand,Pauri Garhwal,2009,4,0,6,17,0,6,3,9,12
Uttarakhand,Pithoragarh,2009,0,0,0,1,3,1,3,4,0
Uttarakhand,Rudra Prayag,2009,2,0,1,3,0,3,0,4,12
Uttarakhand,Tehri Garhwal,2009,1,0,2,7,0,1,3,2,19
Uttarakhand,Udhamsingh Nagar,2009,21,0,32,73,0,19,21,65,218
Uttarakhand,Uttarkashi,2009,4,0,3,3,0,0,3,3,0
Uttarakhand,Total,2009,111,0,156,544,17,94,119,361,685
West Bengal,24 Parganas North,2009,166,0,224,257,25,54,203,2225,4
West Bengal,24 Parganas South,2009,280,0,9,119,10,63,120,2542,23
West Bengal,Asansol,2009,13,0,18,45,5,17,14,211,111
West Bengal,Bankura,2009,33,0,12,17,10,28,46,172,146
West Bengal,Birbhum,2009,52,0,7,70,20,18,60,298,199
West Bengal,Burdwan,2009,55,0,4,179,19,30,25,710,915
West Bengal,Coochbehar,2009,139,0,34,53,4,13,76,508,114
West Bengal,Dakshin Dinajpur,2009,49,0,8,20,7,7,76,211,95
West Bengal,Darjeeling,2009,54,0,51,22,7,2,55,141,135
West Bengal,Hooghly,2009,48,0,45,160,82,25,24,629,182
West Bengal,Howrah,2009,39,0,27,203,0,21,76,743,396
West Bengal,Howrah G.R.P.,2009,1,0,0,10,0,1,2,1,0
West Bengal,Jalpaiguri,2009,193,0,65,63,22,11,136,646,243
West Bengal,Kharagpur G.R.P.,2009,0,0,1,4,0,0,0,3,1
West Bengal,Kolkata,2009,42,0,280,1433,0,10,201,411,424
West Bengal,Malda,2009,197,0,1,64,0,10,131,567,0
West Bengal,Murshidabad,2009,568,0,39,220,49,51,348,3035,269
West Bengal,Nadia,2009,175,0,37,176,18,44,118,1508,195
West Bengal,Paschim Midnapur,2009,57,0,39,43,34,31,83,567,2
West Bengal,Purab Midnapur,2009,41,0,1,50,21,40,33,475,167
West Bengal,Purulia,2009,53,0,4,36,0,9,30,170,0
West Bengal,Sealdah G.R.P.,2009,1,0,3,13,0,3,7,5,0
West Bengal,Siliguri G.R.P.,2009,0,0,0,1,0,0,3,0,0
West Bengal,Uttar Dinajpur,2009,80,0,9,40,11,18,75,334,2
West Bengal,Total,2009,2336,0,918,3298,344,506,1942,16112,3623
Andaman & Nicobar Islands,Andaman,2009,18,0,6,19,12,1,29,21,2
Andaman & Nicobar Islands,Nicobar,2009,0,0,1,1,0,0,1,0,0
Andaman & Nicobar Islands,Total,2009,18,0,7,20,12,1,30,21,2
Chandigarh,Chandigarh,2009,29,0,38,193,4,2,26,51,7
Chandigarh,Total,2009,29,0,38,193,4,2,26,51,7
Dadra & Nagar Haveli,D And N Haveli,2009,4,0,17,20,5,0,2,3,17
Dadra & Nagar Haveli,Total,2009,4,0,17,20,5,0,2,3,17
Daman & Diu,Daman,2009,1,0,7,3,3,0,4,1,27
Daman & Diu,Diu,2009,0,0,1,1,0,0,0,2,13
Daman & Diu,Total,2009,1,0,8,4,3,0,4,3,40
Nct Of Delhi,Caw,2009,0,0,0,0,0,0,1,192,0
Nct Of Delhi,Central,2009,28,0,34,120,1,6,34,62,6
Nct Of Delhi,Crime Branch,2009,2,0,0,39,0,0,0,0,0
Nct Of Delhi,Delhi Ut Total,2009,469,0,333,2000,34,141,552,1283,846
Nct Of Delhi,East,2009,52,0,41,146,8,10,81,121,194
Nct Of Delhi,Eow,2009,0,0,4,184,0,0,1,0,0
Nct Of Delhi,Grp(Rly),2009,4,0,8,7,0,1,0,1,0
Nct Of Delhi,Igi Airport,2009,0,0,0,437,0,0,2,0,9
Nct Of Delhi,New Delhi,2009,6,0,26,127,1,1,17,7,68
Nct Of Delhi,North,2009,19,0,30,108,2,8,35,49,11
Nct Of Delhi,North-East,2009,47,0,22,100,3,15,67,138,182
Nct Of Delhi,North-West,2009,54,0,21,101,4,13,39,120,21
Nct Of Delhi,Outer,2009,41,0,29,99,8,21,61,173,24
Nct Of Delhi,South,2009,42,0,28,168,1,10,45,61,25
Nct Of Delhi,South-East,2009,59,0,51,141,1,18,78,63,271
Nct Of Delhi,South-West,2009,52,0,14,81,0,17,53,79,21
Nct Of Delhi,Stf,2009,0,0,1,7,0,0,0,0,0
Nct Of Delhi,West,2009,63,0,24,135,5,21,38,217,14
Lakshadweep,Lakshadweep,2009,1,0,0,0,2,0,0,0,0
Lakshadweep,Total,2009,1,0,0,0,2,0,0,0,0
Pondicherry,Karaikal,2009,0,0,0,5,1,0,16,0,49
Pondicherry,Puducherry,2009,1,0,7,42,10,0,37,10,184
Pondicherry,Total,2009,1,0,7,47,11,0,53,10,233
Andhra Pradesh,Adilabad,2010,48,0,36,162,26,18,133,429,342
Andhra Pradesh,Anantapur,2010,20,0,23,226,35,20,132,250,574
Andhra Pradesh,Chittoor,2010,44,0,16,152,19,32,136,388,552
Andhra Pradesh,Cuddapah,2010,39,0,37,152,37,15,137,321,484
Andhra Pradesh,Cyberabad,2010,95,0,173,1256,61,43,157,1191,1080
Andhra Pradesh,East Godavari,2010,66,0,80,271,24,20,193,246,577
Andhra Pradesh,Guntakal Rly.,2010,0,0,0,3,1,0,2,0,3
Andhra Pradesh,Guntur,2010,38,0,60,208,54,20,282,456,550
Andhra Pradesh,Guntur Urban,2010,12,0,34,236,9,13,48,245,232
Andhra Pradesh,Hyderabad City,2010,45,0,96,2021,15,44,171,1420,542
Andhra Pradesh,Karimnagar,2010,65,0,41,489,56,39,237,636,571
Andhra Pradesh,Khammam,2010,62,0,25,233,38,17,147,354,497
Andhra Pradesh,Krishna,2010,54,0,13,171,28,22,300,412,440
Andhra Pradesh,Kurnool,2010,49,0,28,301,41,19,347,501,593
Andhra Pradesh,Mahaboobnagar,2010,89,0,28,185,37,34,174,233,734
Andhra Pradesh,Medak,2010,49,0,13,231,58,29,103,316,655
Andhra Pradesh,Nalgonda,2010,68,0,46,245,57,32,195,218,748
Andhra Pradesh,Nellore,2010,28,0,38,244,43,6,176,382,484
Andhra Pradesh,Nizamabad,2010,62,0,12,206,36,21,114,626,442
Andhra Pradesh,Prakasham,2010,29,0,47,188,32,13,253,216,488
Andhra Pradesh,Rajahmundry,2010,10,0,35,82,4,4,47,96,164
Andhra Pradesh,Ranga Reddy,2010,19,0,4,59,17,19,39,75,167
Andhra Pradesh,Secunderabad Rly.,2010,1,0,0,3,1,0,2,0,3
Andhra Pradesh,Srikakulam,2010,35,0,12,99,21,5,93,233,317
Andhra Pradesh,Tirupathi Urban,2010,10,0,7,150,4,5,38,85,237
Andhra Pradesh,Vijayawada City,2010,25,0,52,398,20,17,172,626,363
Andhra Pradesh,Vijayawada Rly.,2010,1,0,1,4,0,3,6,4,5
Andhra Pradesh,Visakha Rural,2010,42,0,10,112,27,8,92,222,347
Andhra Pradesh,Visakhapatnam,2010,53,0,75,294,28,11,59,393,466
Andhra Pradesh,Vizianagaram,2010,32,0,11,117,15,14,101,312,312
Andhra Pradesh,Warangal,2010,28,0,0,131,10,7,98,50,248
Andhra Pradesh,Warangal Urban,2010,17,0,3,165,42,12,50,412,245
Andhra Pradesh,West Godavari,2010,127,0,74,370,29,26,400,732,623
Andhra Pradesh,Total,2010,1362,0,1130,9164,925,588,4634,12080,14085
Arunachal Pradesh,Anjaw,2010,1,0,0,1,0,0,0,2,3
Arunachal Pradesh,Changlang,2010,4,0,11,4,3,0,10,1,4
Arunachal Pradesh,Dibang Valley,2010,3,0,1,0,3,0,2,0,4
Arunachal Pradesh,K/Kumey,2010,0,0,3,2,1,0,0,0,2
Arunachal Pradesh,Kameng East,2010,1,0,0,7,0,0,2,0,4
Arunachal Pradesh,Kameng West,2010,0,0,2,3,0,0,5,0,27
Arunachal Pradesh,Lohit,2010,9,0,0,3,7,0,7,0,12
Arunachal Pradesh,Papum Pare,2010,4,0,20,43,1,0,13,1,16
Arunachal Pradesh,Rural,2010,3,0,1,4,3,0,5,0,0
Arunachal Pradesh,Siang East,2010,8,0,4,4,1,0,8,0,10
Arunachal Pradesh,Siang Upper,2010,1,0,2,2,1,0,2,0,0
Arunachal Pradesh,Siang West,2010,6,0,3,4,5,0,16,5,7
Arunachal Pradesh,Subansiri Lower,2010,0,0,3,3,2,0,4,0,3
Arunachal Pradesh,Subansiri Upper,2010,5,0,4,8,0,0,7,3,6
Arunachal Pradesh,Tawang,2010,1,0,2,2,0,0,1,0,4
Arunachal Pradesh,Tirap,2010,1,0,2,1,1,0,2,0,3
Arunachal Pradesh,Upper Dibang Valley,2010,0,0,1,0,0,0,0,0,1
Arunachal Pradesh,Total,2010,47,0,59,91,28,0,84,12,106
Assam,Barpeta,2010,109,0,40,54,11,12,65,197,145
Assam,Baska,2010,23,0,4,14,2,5,14,24,24
Assam,Bongaigaon,2010,51,0,27,22,6,14,46,222,67
Assam,C.I.D.,2010,0,0,8,21,0,0,0,0,0
Assam,Cachar,2010,73,0,80,95,27,15,10,504,113
Assam,Chirang,2010,28,0,0,12,13,2,3,55,31
Assam,Darrang,2010,97,0,80,57,3,4,225,378,225
Assam,Dhemaji,2010,75,0,0,6,10,5,40,122,61
Assam,Dhubri,2010,181,2,71,151,43,16,250,719,102
Assam,Dibrugarh,2010,54,0,50,28,1,6,51,152,227
Assam,G.R.P.,2010,0,0,0,1,3,0,0,1,0
Assam,Goalpara,2010,119,0,0,47,4,4,10,263,15
Assam,Golaghat,2010,40,0,28,43,14,9,33,148,161
Assam,Guwahati City,2010,70,0,158,240,37,12,119,218,213
Assam,Hailakandi,2010,72,0,22,22,23,3,16,129,32
Assam,Jorhat,2010,51,0,23,51,12,0,60,163,150
Assam,Kamrup,2010,51,0,31,38,12,5,69,159,109
Assam,Karbi Anglong,2010,19,0,11,5,14,0,7,29,55
Assam,Karimganj,2010,36,0,11,10,15,10,7,141,28
Assam,Kokrajhar,2010,30,0,11,22,16,1,3,86,43
Assam,Lakhimpur,2010,39,0,20,57,10,0,60,229,168
Assam,Morigaon,2010,74,0,6,42,6,3,63,110,31
Assam,N.C.Hills,2010,3,0,2,6,11,2,0,2,5
Assam,Nagaon,2010,148,3,160,97,52,15,18,769,247
Assam,Nalbari,2010,24,0,16,53,15,0,75,51,31
Assam,R.P.O.,2010,7,0,2,3,0,0,0,0,0
Assam,Sibsagar,2010,75,0,24,64,24,2,85,101,45
Assam,Sonitpur,2010,80,0,44,81,21,13,30,294,353
Assam,Tinsukia,2010,55,0,62,25,16,16,25,100,111
Assam,Udalguri,2010,37,0,1,4,16,1,16,44,55
Assam,Total,2010,1721,5,992,1371,437,175,1400,5410,2847
Bihar,Araria,2010,42,0,65,47,11,26,2,26,64
Bihar,Arwal,2010,3,0,2,5,5,15,4,5,21
Bihar,Aurangabad,2010,12,0,5,77,15,24,3,97,112
Bihar,Bagaha,2010,10,0,43,24,10,10,29,21,79
Bihar,Banka,2010,13,0,6,6,33,24,3,23,0
Bihar,Begusarai,2010,20,0,45,62,18,42,10,41,481
