statename,distname,YEAR,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
Kerala,Kozhikode Rural,2007,10,3
Kerala,Malappuram,2007,22,7
Kerala,Palakkad,2007,41,8
Kerala,Pathanamthitta,2007,21,4
Kerala,Railways,2007,0,0
Kerala,Thrissur,2007,38,9
Kerala,Trivandrum Commr.,2007,13,3
Kerala,Trivandrum Rural,2007,26,9
Kerala,Wayanadu,2007,11,2
Kerala,Total,2007,367,92
Madhya Pradesh,Anuppur,2007,22,1
Madhya Pradesh,Ashok Nagar,2007,34,5
Madhya Pradesh,Balaghat,2007,51,3
Madhya Pradesh,Barwani,2007,39,1
Madhya Pradesh,Betul,2007,51,0
Madhya Pradesh,Bhind,2007,68,7
Madhya Pradesh,Bhopal,2007,74,1
Madhya Pradesh,Bhopal Rly.,2007,7,1
Madhya Pradesh,Burhanpur,2007,16,0
Madhya Pradesh,Chhatarpur,2007,53,0
Madhya Pradesh,Chhindwara,2007,59,10
Madhya Pradesh,Damoh,2007,43,0
Madhya Pradesh,Datiya,2007,49,0
Madhya Pradesh,Dewas,2007,39,4
Madhya Pradesh,Dhar,2007,78,5
Madhya Pradesh,Dindori,2007,15,3
Madhya Pradesh,Guna,2007,39,7
Madhya Pradesh,Gwalior,2007,70,19
Madhya Pradesh,Harda,2007,17,0
Madhya Pradesh,Hoshangabad,2007,41,0
Madhya Pradesh,Indore,2007,111,4
Madhya Pradesh,Indore Rly.,2007,3,1
Madhya Pradesh,Jabalpur,2007,81,0
Madhya Pradesh,Jabalpur Rly.,2007,2,3
Madhya Pradesh,Jhabua,2007,109,3
Madhya Pradesh,Katni,2007,37,2
Madhya Pradesh,Khandwa,2007,19,2
Madhya Pradesh,Khargon,2007,45,0
Madhya Pradesh,Mandla,2007,27,0
Madhya Pradesh,Mandsaur,2007,30,0
Madhya Pradesh,Morena,2007,47,3
Madhya Pradesh,Narsinghpur,2007,31,0
Madhya Pradesh,Neemuch,2007,18,0
Madhya Pradesh,Panna,2007,34,0
Madhya Pradesh,Raisen,2007,45,0
Madhya Pradesh,Rajgarh,2007,25,0
Madhya Pradesh,Ratlam,2007,35,1
Madhya Pradesh,Rewa,2007,40,0
Madhya Pradesh,Sagar,2007,80,0
Madhya Pradesh,Satna,2007,90,2
Madhya Pradesh,Seoni,2007,40,3
Madhya Pradesh,Shahdol,2007,29,1
Madhya Pradesh,Shajapur,2007,35,4
Madhya Pradesh,Sheopur,2007,19,0
Madhya Pradesh,Shivpuri,2007,64,5
Madhya Pradesh,Sidhi,2007,61,3
Madhya Pradesh,Sihore,2007,35,0
Madhya Pradesh,Tikamgarh,2007,56,1
Madhya Pradesh,Ujjain,2007,70,4
Madhya Pradesh,Umariya,2007,13,39
Madhya Pradesh,Vidisha,2007,48,7
Madhya Pradesh,Total,2007,2244,155
Maharashtra,Ahmednagar,2007,99,2
Maharashtra,Akola,2007,38,1
Maharashtra,Amravati Commr.,2007,30,0
Maharashtra,Amravati Rural,2007,51,2
Maharashtra,Aurangabad Commr.,2007,37,0
Maharashtra,Aurangabad Rural,2007,57,2
Maharashtra,Beed,2007,69,0
Maharashtra,Bhandara,2007,30,3
Maharashtra,Buldhana,2007,56,3
Maharashtra,Chandrapur,2007,59,4
Maharashtra,Dhule,2007,49,1
Maharashtra,Gadchiroli,2007,53,5
Maharashtra,Gondia,2007,34,1
Maharashtra,Hingoli,2007,29,0
Maharashtra,Jalgaon,2007,94,1
Maharashtra,Jalna,2007,52,1
Maharashtra,Kolhapur,2007,65,1
Maharashtra,Latur,2007,73,0
Maharashtra,Mumbai Commr.,2007,230,2
Maharashtra,Mumbai Rly.,2007,4,1
Maharashtra,Nagpur Commr.,2007,73,5
Maharashtra,Nagpur Rly.,2007,4,0
Maharashtra,Nagpur Rural,2007,71,1
Maharashtra,Nanded,2007,83,6
Maharashtra,Nandurbar,2007,32,1
Maharashtra,Nasik Commr.,2007,33,1
Maharashtra,Nasik Rural,2007,80,3
Maharashtra,Navi Mumbai,2007,45,1
Maharashtra,Osmanabad,2007,44,2
Maharashtra,Parbhani,2007,47,3
Maharashtra,Pune Commr.,2007,126,8
Maharashtra,Pune Rly.,2007,6,0
Maharashtra,Pune Rural,2007,130,12
Maharashtra,Raigad,2007,37,1
Maharashtra,Ratnagiri,2007,19,5
Maharashtra,Sangli,2007,74,0
Maharashtra,Satara,2007,75,5
Maharashtra,Sindhudurg,2007,17,1
Maharashtra,Solapur Commr.,2007,22,0
Maharashtra,Solapur Rural,2007,77,5
Maharashtra,Thane Commr.,2007,120,4
Maharashtra,Thane Rural,2007,128,6
Maharashtra,Wardha,2007,49,3
Maharashtra,Washim,2007,22,3
Maharashtra,Yavatmal,2007,70,7
Maharashtra,Total,2007,2693,113
Manipur,Bishnupur,2007,31,1
Manipur,Chandel,2007,16,0
Manipur,Churachandpur,2007,28,0
Manipur,Imphal East,2007,41,0
Manipur,Imphal West,2007,61,0
Manipur,Senapati,2007,17,0
Manipur,Tamenglong,2007,3,0
Manipur,Thoubal,2007,39,1
Manipur,Ukhrul,2007,4,0
Manipur,Total,2007,240,2
Meghalaya,Garo Hills East,2007,9,1
Meghalaya,Garo Hills South,2007,2,0
Meghalaya,Garo Hills West,2007,13,3
Meghalaya,Jaintia Hills,2007,43,0
Meghalaya,Khasi Hills East,2007,21,3
Meghalaya,Khasi Hills West,2007,16,1
Meghalaya,Ri-Bhoi,2007,10,0
Meghalaya,Total,2007,114,8
Mizoram,Aizawl,2007,18,3
Mizoram,Champhai,2007,5,0
Mizoram,Kolasib,2007,9,0
Mizoram,Lawngtlai,2007,5,0
Mizoram,Lunglei,2007,2,0
Mizoram,Mamit,2007,1,1
Mizoram,Saiha,2007,2,0
Mizoram,Serchhip,2007,1,0
Mizoram,Total,2007,43,4
Nagaland,Dimapur,2007,30,0
Nagaland,Kiphire,2007,3,0
Nagaland,Kohima,2007,24,2
Nagaland,Longleng,2007,1,1
Nagaland,Mokokchung,2007,17,0
Nagaland,Mon,2007,9,2
Nagaland,Peren,2007,3,0
Nagaland,Phek,2007,5,2
Nagaland,Tuensang,2007,7,0
Nagaland,Wokha,2007,8,0
Nagaland,Zunheboto,2007,4,1
Nagaland,Total,2007,111,8
Orissa,Angul,2007,54,1
Orissa,Balasore,2007,36,1
Orissa,Baragarh,2007,41,2
Orissa,Berhampur,2007,16,0
Orissa,Bhadrak,2007,30,0
Orissa,Bolangir,2007,38,0
Orissa,Boudh,2007,10,0
Orissa,Cuttack,2007,42,0
Orissa,Deogarh,2007,26,0
Orissa,Dhenkanal,2007,59,0
Orissa,Gajapati,2007,12,0
Orissa,Ganjam,2007,66,3
Orissa,Jagatsinghpur,2007,23,0
Orissa,Jajpur,2007,35,0
Orissa,Jharsuguda,2007,21,0
Orissa,Kalahandi,2007,30,0
Orissa,Kandhamal,2007,25,0
Orissa,Kendrapara,2007,40,0
Orissa,Keonjhar,2007,81,0
Orissa,Khurda,2007,56,4
Orissa,Koraput,2007,42,1
Orissa,Malkangir,2007,30,0
Orissa,Mayurbhanj,2007,98,0
Orissa,Nayagarh,2007,31,0
Orissa,Nowrangpur,2007,28,2
Orissa,Nuapada,2007,17,0
Orissa,Puri,2007,21,0
Orissa,Rayagada,2007,31,7
Orissa,Rourkela,2007,23,1
Orissa,Sambalpur,2007,46,0
Orissa,Sonepur,2007,9,0
Orissa,Srp(Cuttack),2007,2,0
Orissa,Srp(Rourkela),2007,6,0
Orissa,Sundargarh,2007,85,0
Orissa,Total,2007,1210,22
Punjab,Amritsar,2007,43,11
Punjab,Amritsar Rural,2007,31,2
Punjab,Barnala,2007,12,7
Punjab,Batala,2007,25,2
Punjab,Bhatinda,2007,41,11
Punjab,Faridkot,2007,23,1
Punjab,Fatehgarh Sahib,2007,10,5
Punjab,Ferozpur,2007,48,7
Punjab,G.R.P,2007,14,2
Punjab,Gurdaspur,2007,19,11
Punjab,Hoshiarpur,2007,43,5
Punjab,Jagraon,2007,10,5
Punjab,Jalandhar,2007,63,32
Punjab,Kapurthala,2007,29,4
Punjab,Khanna,2007,24,4
Punjab,Ludhiana,2007,63,8
Punjab,Mansa,2007,28,6
Punjab,Moga,2007,37,8
Punjab,Muktsar,2007,27,4
Punjab,Nawan Shahr,2007,21,2
Punjab,Patiala,2007,51,8
Punjab,Ropar,2007,10,3
Punjab,Sangrur,2007,36,9
Punjab,Sas Ngr,2007,11,13
Punjab,Tarn Taran,2007,41,0
Punjab,Total,2007,760,170
Rajasthan,Ajmer,2007,53,1
Rajasthan,Alwar,2007,89,4
Rajasthan,Banswara,2007,39,1
Rajasthan,Baran,2007,37,0
Rajasthan,Barmer,2007,26,1
Rajasthan,Bharatpur,2007,69,5
Rajasthan,Bhilwara,2007,34,4
Rajasthan,Bikaner,2007,39,0
Rajasthan,Bundi,2007,28,0
Rajasthan,Chittorgarh,2007,48,3
Rajasthan,Churu,2007,20,2
Rajasthan,Dausa,2007,34,1
Rajasthan,Dholpur,2007,44,0
Rajasthan,Dungarpur,2007,23,0
Rajasthan,G.R.P.,2007,4,0
Rajasthan,Ganganagar,2007,61,1
Rajasthan,Hanumangarh,2007,32,1
Rajasthan,Jaipur East,2007,14,0
Rajasthan,Jaipur North,2007,17,0
Rajasthan,Jaipur Rural,2007,66,7
Rajasthan,Jaipur South,2007,21,2
Rajasthan,Jaisalmer,2007,5,0
Rajasthan,Jalore,2007,21,0
Rajasthan,Jhalawar,2007,43,2
Rajasthan,Jhunjhunu,2007,44,1
Rajasthan,Jodhpur City,2007,16,2
Rajasthan,Jodhpur Rural,2007,23,0
Rajasthan,Karauli,2007,37,2
Rajasthan,Kota City,2007,22,2
Rajasthan,Kota Rural,2007,25,2
Rajasthan,Nagaur,2007,42,1
Rajasthan,Pali,2007,30,5
Rajasthan,Rajsamand,2007,13,0
Rajasthan,Sawai Madhopur,2007,19,3
Rajasthan,Sikar,2007,36,2
Rajasthan,Sirohi,2007,22,1
Rajasthan,Tonk,2007,23,1
Rajasthan,Udaipur,2007,84,7
Rajasthan,Total,2007,1303,64
Sikkim,East,2007,2,2
Sikkim,North,2007,0,1
Sikkim,South,2007,1,0
Sikkim,West,2007,6,0
Sikkim,Total,2007,9,3
Tamil Nadu,Chennai,2007,145,4
Tamil Nadu,Chennai Rly.,2007,4,0
Tamil Nadu,Coimbatore Rural,2007,87,1
Tamil Nadu,Coimbatore Urban,2007,22,0
Tamil Nadu,Cuddalore,2007,61,0
Tamil Nadu,Dharmapuri,2007,38,4
Tamil Nadu,Dindigul,2007,40,0
Tamil Nadu,Erode,2007,54,0
Tamil Nadu,Kanchipuram,2007,57,0
Tamil Nadu,Kanyakumari,2007,27,1
Tamil Nadu,Karur,2007,18,0
Tamil Nadu,Krishnagiri,2007,72,0
Tamil Nadu,Madurai Rural,2007,55,0
Tamil Nadu,Madurai Urban,2007,27,0
Tamil Nadu,Nagapattinam,2007,39,0
Tamil Nadu,Namakkal,2007,26,0
Tamil Nadu,Nilgiris,2007,13,0
Tamil Nadu,Perambalur,2007,32,1
Tamil Nadu,Pudukottai,2007,34,3
Tamil Nadu,Ramnathapuram,2007,37,0
Tamil Nadu,Salem Rural,2007,67,2
Tamil Nadu,Salem Urban,2007,16,0
Tamil Nadu,Sivagangai,2007,43,0
Tamil Nadu,Thanjavur,2007,68,0
Tamil Nadu,Theni,2007,29,1
Tamil Nadu,Thirunelveli Rural,2007,80,1
Tamil Nadu,Thirunelveli Urban,2007,16,1
Tamil Nadu,Thiruvallur,2007,23,0
Tamil Nadu,Thiruvannamalai,2007,45,1
Tamil Nadu,Thiruvarur,2007,39,1
Tamil Nadu,Thoothugudi,2007,62,0
Tamil Nadu,Trichy Rly.,2007,0,0
Tamil Nadu,Trichy Rural,2007,49,0
Tamil Nadu,Trichy Urban,2007,21,0
Tamil Nadu,Vellore,2007,66,2
Tamil Nadu,Villupuram,2007,70,5
Tamil Nadu,Virudhunagar,2007,51,0
Tamil Nadu,Total,2007,1633,28
Tripura,Dhalai,2007,18,1
Tripura,North,2007,21,0
Tripura,South,2007,34,0
Tripura,West,2007,65,1
Tripura,Total,2007,138,2
Uttar Pradesh,Agra,2007,123,55
Uttar Pradesh,Aligarh,2007,166,33
Uttar Pradesh,Allahabad,2007,143,43
Uttar Pradesh,Ambedkar Nagar,2007,26,12
Uttar Pradesh,Auraiya,2007,37,7
Uttar Pradesh,Azamgarh,2007,54,31
Uttar Pradesh,Badaun,2007,88,58
Uttar Pradesh,Baghpat,2007,81,8
Uttar Pradesh,Bahraich,2007,43,29
Uttar Pradesh,Ballia,2007,32,14
Uttar Pradesh,Balrampur,2007,20,8
Uttar Pradesh,Banda,2007,49,12
Uttar Pradesh,Barabanki,2007,62,13
Uttar Pradesh,Bareilly,2007,138,37
Uttar Pradesh,Basti,2007,24,19
Uttar Pradesh,Bijnor,2007,99,25
Uttar Pradesh,Bulandshahar,2007,146,24
Uttar Pradesh,Chandoli,2007,17,6
Uttar Pradesh,Chitrakoot Dham,2007,23,10
Uttar Pradesh,Deoria,2007,31,26
Uttar Pradesh,Etah,2007,141,28
Uttar Pradesh,Etawah,2007,66,7
Uttar Pradesh,Faizabad,2007,52,18
Uttar Pradesh,Fatehgarh,2007,64,11
Uttar Pradesh,Fatehpur,2007,66,22
Uttar Pradesh,Firozabad,2007,123,15
Uttar Pradesh,G.R.P.,2007,20,4
Uttar Pradesh,Gautambudh Nagar,2007,75,16
Uttar Pradesh,Ghaziabad,2007,150,46
Uttar Pradesh,Ghazipur,2007,40,18
Uttar Pradesh,Gonda,2007,46,22
Uttar Pradesh,Gorakhpur,2007,75,37
Uttar Pradesh,Hamirpur,2007,22,21
Uttar Pradesh,Hardoi,2007,86,22
Uttar Pradesh,Hathras,2007,56,18
Uttar Pradesh,J.P.Nagar,2007,66,13
Uttar Pradesh,Jalaun,2007,48,9
Uttar Pradesh,Jaunpur,2007,44,26
Uttar Pradesh,Jhansi,2007,66,22
Uttar Pradesh,Kannauj,2007,54,20
Uttar Pradesh,Kanpur Dehat,2007,41,18
Uttar Pradesh,Kanpur Nagar,2007,148,46
Uttar Pradesh,Kaushambi,2007,51,23
Uttar Pradesh,Khiri,2007,93,48
Uttar Pradesh,Kushi Nagar,2007,20,29
Uttar Pradesh,Lalitpur,2007,22,13
Uttar Pradesh,Lucknow,2007,159,55
Uttar Pradesh,Maharajganj,2007,25,14
Uttar Pradesh,Mahoba,2007,30,20
Uttar Pradesh,Mainpuri,2007,108,24
Uttar Pradesh,Mathura,2007,83,14
Uttar Pradesh,Mau,2007,32,12
Uttar Pradesh,Meerut,2007,195,21
Uttar Pradesh,Mirzapur,2007,40,16
Uttar Pradesh,Moradabad,2007,130,59
Uttar Pradesh,Muzaffarnagar,2007,213,26
Uttar Pradesh,Pilibhit,2007,38,17
Uttar Pradesh,Pratapgarh,2007,58,21
Uttar Pradesh,Raibareilly,2007,57,26
Uttar Pradesh,Rampur,2007,57,19
Uttar Pradesh,Saharanpur,2007,81,24
Uttar Pradesh,Sant Kabirnagar,2007,21,8
Uttar Pradesh,Shahjahanpur,2007,126,35
Uttar Pradesh,Shrawasti,2007,19,9
Uttar Pradesh,Sidharthnagar,2007,12,11
Uttar Pradesh,Sitapur,2007,112,39
Uttar Pradesh,Sonbhadra,2007,35,14
Uttar Pradesh,St.Ravidasnagar,2007,13,8
Uttar Pradesh,Sultanpur,2007,59,24
Uttar Pradesh,Unnao,2007,94,37
Uttar Pradesh,Varanasi,2007,66,21
Uttar Pradesh,Total,2007,5000,1616
Uttarakhand,Almora,2007,19,2
Uttarakhand,Bageshwar,2007,10,0
Uttarakhand,Chamoli,2007,15,0
Uttarakhand,Champawat,2007,5,2
Uttarakhand,Dehradun,2007,37,6
Uttarakhand,Haridwar,2007,55,13
Uttarakhand,Nainital,2007,26,6
Uttarakhand,Pauri Garhwal,2007,19,1
Uttarakhand,Pithoragarh,2007,9,4
Uttarakhand,Rudra Prayag,2007,6,2
Uttarakhand,Tehri Garhwal,2007,11,5
Uttarakhand,Udhamsingh Nagar,2007,54,8
Uttarakhand,Uttarkashi,2007,2,1
Uttarakhand,Total,2007,268,50
West Bengal,24 Parganas North,2007,194,46
West Bengal,24 Parganas South,2007,158,48
West Bengal,Asansol,2007,26,8
West Bengal,Bankura,2007,49,6
West Bengal,Birbhum,2007,66,21
West Bengal,Burdwan,2007,122,30
West Bengal,Coochbehar,2007,34,7
West Bengal,Dakshin Dinajpur,2007,34,7
West Bengal,Darjeeling,2007,31,19
West Bengal,Hooghly,2007,90,32
West Bengal,Howrah,2007,69,10
West Bengal,Howrah G.R.P.,2007,9,1
West Bengal,Jalpaiguri,2007,122,40
West Bengal,Kharagpur G.R.P.,2007,3,0
West Bengal,Kolkata,2007,36,12
West Bengal,Malda,2007,88,23
West Bengal,Murshidabad,2007,132,30
West Bengal,Nadia,2007,99,9
West Bengal,Paschim Midnapur,2007,105,14
West Bengal,Purab Midnapur,2007,76,12
West Bengal,Purulia,2007,46,6
West Bengal,Sealdah G.R.P.,2007,6,0
West Bengal,Siliguri G.R.P.,2007,4,0
West Bengal,Uttar Dinajpur,2007,53,13
West Bengal,Total,2007,1652,394
Andaman & Nicobar Islands,A And N Islands,2007,15,1
Andaman & Nicobar Islands,Total,2007,15,1
Chandigarh,Chandigarh,2007,19,8
Chandigarh,Total,2007,19,8
Dadra & Nagar Haveli,D And N Haveli,2007,10,0
Dadra & Nagar Haveli,Total,2007,10,0
Daman & Diu,Daman,2007,12,0
Daman & Diu,Diu,2007,0,0
Daman & Diu,Total,2007,12,0
Nct Of Delhi,Central,2007,27,6
Nct Of Delhi,Delhi Ut Total,2007,495,94
Nct Of Delhi,East,2007,34,8
Nct Of Delhi,Grp(Rly),2007,3,0
Nct Of Delhi,Igi Airport,2007,1,0
Nct Of Delhi,New Delhi,2007,4,1
Nct Of Delhi,North,2007,22,9
Nct Of Delhi,North-East,2007,66,9
Nct Of Delhi,North-West,2007,57,11
Nct Of Delhi,Outer,2007,102,17
Nct Of Delhi,South,2007,68,11
Nct Of Delhi,South-West,2007,51,8
Nct Of Delhi,Stf,2007,0,0
Nct Of Delhi,West,2007,60,14
Lakshadweep,Lakshadweep,2007,0,0
Lakshadweep,Total,2007,0,0
Pondicherry,Karaikal,2007,4,0
Pondicherry,Pondicherry,2007,30,2
Pondicherry,Total,2007,34,2
Andhra Pradesh,Adilabad,2008,73,14
Andhra Pradesh,Anantapur,2008,154,4
Andhra Pradesh,Chittoor,2008,123,7
Andhra Pradesh,Cuddapah,2008,114,5
Andhra Pradesh,Cyberabad,2008,197,3
Andhra Pradesh,East Godavari,2008,82,1
Andhra Pradesh,Guntakal Rly.,2008,7,0
Andhra Pradesh,Guntur,2008,159,3
Andhra Pradesh,Hyderabad City,2008,122,5
Andhra Pradesh,Karimnagar,2008,134,12
Andhra Pradesh,Khammam,2008,123,5
Andhra Pradesh,Krishna,2008,53,4
Andhra Pradesh,Kurnool,2008,116,5
Andhra Pradesh,Mahaboobnagar,2008,188,30
Andhra Pradesh,Medak,2008,140,10
Andhra Pradesh,Nalgonda,2008,121,3
Andhra Pradesh,Nellore,2008,70,6
Andhra Pradesh,Nizamabad,2008,153,17
Andhra Pradesh,Prakasham,2008,75,4
Andhra Pradesh,Ranga Reddy,2008,91,8
Andhra Pradesh,Secunderabad Rly.,2008,10,0
Andhra Pradesh,Srikakulam,2008,25,2
Andhra Pradesh,Vijayawada City,2008,34,1
Andhra Pradesh,Vijayawada Rly.,2008,1,0
Andhra Pradesh,Visakha Rural,2008,65,4
Andhra Pradesh,Visakhapatnam,2008,32,1
Andhra Pradesh,Vizianagaram,2008,29,3
Andhra Pradesh,Warangal,2008,121,5
Andhra Pradesh,West Godavari,2008,78,3
Andhra Pradesh,Total,2008,2690,165
Arunachal Pradesh,Changlang,2008,6,0
Arunachal Pradesh,Dibang Valley,2008,1,0
Arunachal Pradesh,K/Kumey,2008,3,0
Arunachal Pradesh,Kameng East,2008,4,0
Arunachal Pradesh,Kameng West,2008,1,0
Arunachal Pradesh,Lohit,2008,11,0
Arunachal Pradesh,Papum Pare,2008,11,1
Arunachal Pradesh,Siang East,2008,9,1
Arunachal Pradesh,Siang Upper,2008,1,0
Arunachal Pradesh,Siang West,2008,6,0
Arunachal Pradesh,Subansiri Lower,2008,4,0
Arunachal Pradesh,Subansiri Upper,2008,4,0
Arunachal Pradesh,Tawang,2008,2,0
Arunachal Pradesh,Tirap,2008,7,0
Arunachal Pradesh,Upper Dibang Valley,2008,2,0
Arunachal Pradesh,Total,2008,72,2
Assam,Barpeta,2008,54,0
Assam,Baska,2008,67,0
Assam,Bongaigaon,2008,15,0
Assam,C.I.D.,2008,0,0
Assam,Cachar,2008,56,0
Assam,Chirang,2008,24,0
Assam,Darrang,2008,38,0
Assam,Dhemaji,2008,21,5
Assam,Dhubri,2008,44,3
Assam,Dibrugarh,2008,99,0
Assam,G.R.P.,2008,6,0
Assam,Goalpara,2008,36,0
Assam,Golaghat,2008,65,1
Assam,Guwahati City,2008,50,16
Assam,Hailakandi,2008,27,0
Assam,Jorhat,2008,51,17
Assam,Kamrup,2008,46,19
Assam,Karbi Anglong,2008,55,0
Assam,Karimganj,2008,27,0
Assam,Kokrajhar,2008,53,0
Assam,Lakhimpur,2008,41,3
Assam,Morigaon,2008,20,3
Assam,N.C.Hills,2008,42,0
Assam,Nagaon,2008,83,2
Assam,Nalbari,2008,31,1
Assam,R.P.O.,2008,3,0
Assam,Sibsagar,2008,108,0
Assam,Sonitpur,2008,94,1
Assam,Tinsukia,2008,114,0
Assam,Udalguri,2008,56,0
Assam,Total,2008,1426,71
Bihar,Araria,2008,50,10
Bihar,Arwal,2008,28,0
Bihar,Aurangabad,2008,92,8
Bihar,Bagaha,2008,26,2
Bihar,Banka,2008,70,6
Bihar,Begusarai,2008,101,9
Bihar,Bettiah,2008,64,8
Bihar,Bhabhua,2008,40,0
Bihar,Bhagalpur,2008,90,13
Bihar,Bhojpur,2008,138,2
Bihar,Buxar,2008,52,6
Bihar,Darbhanga,2008,76,6
Bihar,Gaya,2008,136,12
Bihar,Gopalganj,2008,74,6
Bihar,Jamalpur Rly.,2008,10,0
Bihar,Jamui,2008,56,3
Bihar,Jehanabad,2008,35,5
Bihar,Katihar,2008,63,2
Bihar,Katihar Rly.,2008,6,2
Bihar,Khagaria,2008,55,0
Bihar,Kishanganj,2008,32,0
Bihar,Lakhisarai,2008,41,0
Bihar,Madhepura,2008,34,6
Bihar,Madhubani,2008,62,6
Bihar,Motihari,2008,120,79
Bihar,Munger,2008,85,0
Bihar,Muzaffarpur,2008,138,18
Bihar,Muzaffarpur Rly.,2008,16,0
Bihar,Nalanda,2008,120,17
Bihar,Naugachia,2008,33,2
Bihar,Nawadah,2008,76,0
Bihar,Patna,2008,341,28
Bihar,Patna Rly.,2008,24,3
Bihar,Purnea,2008,81,39
Bihar,Rohtas,2008,112,0
Bihar,Saharsa,2008,30,4
Bihar,Samastipur,2008,81,31
Bihar,Saran,2008,119,14
Bihar,Sheikhpura,2008,22,5
Bihar,Sheohar,2008,9,0
Bihar,Sitamarhi,2008,72,6
Bihar,Siwan,2008,74,10
Bihar,Supaul,2008,49,2
Bihar,Vaishali,2008,106,16
Bihar,Total,2008,3139,386
Chhattisgarh,Balrampur,2008,49,1
Chhattisgarh,Bilaspur,2008,112,0
Chhattisgarh,Bizapur,2008,95,1
Chhattisgarh,Dantewara,2008,69,0
Chhattisgarh,Dhamtari,2008,23,0
Chhattisgarh,Durg,2008,83,4
Chhattisgarh,Grp Raipur,2008,5,0
Chhattisgarh,Jagdalpur,2008,73,1
Chhattisgarh,Janjgir,2008,36,1
Chhattisgarh,Jashpur,2008,65,0
Chhattisgarh,Kabirdham,2008,11,0
Chhattisgarh,Kanker,2008,54,1
Chhattisgarh,Korba,2008,38,0
Chhattisgarh,Koriya,2008,48,0
Chhattisgarh,Mahasamund,2008,19,1
Chhattisgarh,Narayanpur,2008,18,0
Chhattisgarh,Raigarh,2008,89,0
Chhattisgarh,Raipur,2008,112,1
Chhattisgarh,Rajnandgaon,2008,47,4
Chhattisgarh,Sarguja,2008,65,1
Chhattisgarh,Surajpur,2008,58,2
Chhattisgarh,Total,2008,1169,18
Goa,North Goa,2008,26,8
Goa,South Goa,2008,23,3
Goa,Total,2008,49,11
Gujarat,Ahmedabad Commr.,2008,85,0
Gujarat,Ahmedabad Rural,2008,36,0
Gujarat,Ahwa-Dang,2008,7,0
Gujarat,Amreli,2008,22,1
Gujarat,Anand,2008,40,2
Gujarat,Bharuch,2008,36,1
Gujarat,Bhavnagar,2008,35,3
Gujarat,Dahod,2008,44,3
Gujarat,Gandhinagar,2008,32,0
Gujarat,Himatnagar,2008,38,1
Gujarat,Jamnagar,2008,34,3
Gujarat,Junagadh,2008,33,0
Gujarat,Kheda North,2008,36,0
Gujarat,Kutch,2008,40,1
Gujarat,Mehsana,2008,29,1
Gujarat,Narmada,2008,11,5
Gujarat,Navsari,2008,25,1
Gujarat,Palanpur,2008,42,1
Gujarat,Panchmahal,2008,40,1
Gujarat,Patan,2008,14,0
Gujarat,Porbandar,2008,7,0
Gujarat,Rajkot Commr.,2008,37,1
Gujarat,Rajkot Rural,2008,45,2
Gujarat,Surat Commr.,2008,97,3
Gujarat,Surat Rural,2008,43,1
Gujarat,Surendranagar,2008,35,0
Gujarat,Tapi,2008,21,0
Gujarat,Vadodara Commr.,2008,20,3
Gujarat,Vadodara Rural,2008,79,1
Gujarat,Valsad,2008,33,0
Gujarat,W.Rly,2008,10,0
Gujarat,Total,2008,1106,35
Haryana,Ambala,2008,31,0
Haryana,Bhiwani,2008,56,11
Haryana,Faridabad,2008,59,5
Haryana,Fatehabad,2008,20,4
Haryana,Grp,2008,27,2
Haryana,Gurgaon,2008,80,5
Haryana,Hissar,2008,52,5
Haryana,Jhajjar,2008,62,4
Haryana,Jind,2008,39,14
Haryana,Kaithal,2008,22,2
Haryana,Karnal,2008,39,7
Haryana,Kurukshetra,2008,20,2
Haryana,Mahendragarh,2008,31,2
Haryana,Mewat,2008,19,0
Haryana,Palwal,2008,34,3
Haryana,Panchkula,2008,17,1
Haryana,Panipat,2008,46,12
Haryana,Rewari,2008,27,4
Haryana,Rohtak,2008,67,3
Haryana,Sirsa,2008,48,0
Haryana,Sonipat,2008,84,4
Haryana,Yamunanagar,2008,41,2
Haryana,Total,2008,921,92
Himachal Pradesh,Bilaspur,2008,5,1
Himachal Pradesh,Chamba,2008,10,1
Himachal Pradesh,G.R.P.,2008,0,0
Himachal Pradesh,Hamirpur,2008,6,0
Himachal Pradesh,Kangra,2008,19,1
Himachal Pradesh,Kinnaur,2008,1,0
Himachal Pradesh,Kullu,2008,15,0
Himachal Pradesh,Lahaul-Spiti,2008,1,0
Himachal Pradesh,Mandi,2008,19,0
Himachal Pradesh,Shimla,2008,15,0
Himachal Pradesh,Sirmaur,2008,7,0
Himachal Pradesh,Solan,2008,16,2
Himachal Pradesh,Una,2008,15,0
Himachal Pradesh,Total,2008,129,5
Jammu & Kashmir,Anantnag,2008,10,0
Jammu & Kashmir,Awantipora,2008,2,0
Jammu & Kashmir,Bandipora,2008,3,0
Jammu & Kashmir,Baramulla,2008,18,5
Jammu & Kashmir,Budgam,2008,3,4
Jammu & Kashmir,Crime Jammu,2008,2,0
Jammu & Kashmir,Crime Srinagar,2008,2,0
Jammu & Kashmir,Doda,2008,20,0
Jammu & Kashmir,Ganderbal,2008,5,0
Jammu & Kashmir,Handwara,2008,6,0
Jammu & Kashmir,Jammu,2008,31,7
Jammu & Kashmir,Kargil,2008,0,2
Jammu & Kashmir,Kathua,2008,14,1
Jammu & Kashmir,Kishtwar,2008,10,0
Jammu & Kashmir,Kulgam,2008,6,0
Jammu & Kashmir,Kupwara,2008,12,2
