statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Karnataka,Gadag,2007,5,2,8,68,22
Karnataka,Gulbarga,2007,54,9,64,262,83
Karnataka,Hassan,2007,15,2,30,278,111
Karnataka,Haveri,2007,21,4,5,95,33
Karnataka,K.G.F.,2007,7,1,11,90,12
Karnataka,Kodagu,2007,11,2,8,129,26
Karnataka,Kolar,2007,35,7,19,389,113
Karnataka,Koppal,2007,5,1,10,74,23
Karnataka,Mandya,2007,15,3,9,254,103
Karnataka,Mysore Commr.,2007,19,4,103,573,329
Karnataka,Mysore Rural,2007,11,7,10,190,42
Karnataka,Raichur,2007,23,5,8,142,34
Karnataka,Railways,2007,2,3,21,367,7
Karnataka,Shimoga,2007,26,12,41,282,102
Karnataka,Tumkur,2007,25,11,39,417,123
Karnataka,Udupi,2007,7,1,15,119,54
Karnataka,Uttar Kannada,2007,7,1,19,75,15
Karnataka,Total,2007,680,178,1313,14351,5887
Kerala,Alapuzha,2007,16,6,41,351,170
Kerala,Cbcid,2007,0,0,0,1,0
Kerala,Ernakulam Commr.,2007,10,4,43,350,120
Kerala,Ernakulam Rural,2007,8,18,58,335,137
Kerala,Idukki,2007,9,6,27,213,26
Kerala,Kannur,2007,16,8,98,234,99
Kerala,Kasargod,2007,2,0,27,192,78
Kerala,Kollam,2007,22,4,36,457,179
Kerala,Kottayam,2007,20,10,57,384,114
Kerala,Kozhikode Commr.,2007,11,4,80,306,156
Kerala,Kozhikode Rural,2007,14,3,30,257,123
Kerala,Malappuram,2007,13,16,32,456,208
Kerala,Palakkad,2007,9,13,39,290,108
Kerala,Pathanamthitta,2007,19,6,31,179,53
Kerala,Railways,2007,1,0,6,158,0
Kerala,Thrissur,2007,27,7,74,356,124
Kerala,Trivandrum Commr.,2007,23,5,96,568,217
Kerala,Trivandrum Rural,2007,26,10,79,396,154
Kerala,Wayanadu,2007,9,1,15,126,47
Kerala,Total,2007,255,121,869,5609,2113
Madhya Pradesh,Anuppur,2007,6,1,12,130,30
Madhya Pradesh,Ashok Nagar,2007,11,1,22,228,41
Madhya Pradesh,Balaghat,2007,7,1,18,140,33
Madhya Pradesh,Barwani,2007,10,2,23,299,60
Madhya Pradesh,Betul,2007,18,2,20,200,63
Madhya Pradesh,Bhind,2007,15,3,86,212,59
Madhya Pradesh,Bhopal,2007,48,3,196,2284,1300
Madhya Pradesh,Bhopal Rly.,2007,0,2,9,962,19
Madhya Pradesh,Burhanpur,2007,1,3,8,140,40
Madhya Pradesh,Chhatarpur,2007,32,1,38,332,47
Madhya Pradesh,Chhindwara,2007,14,2,13,289,85
Madhya Pradesh,Damoh,2007,14,2,12,148,62
Madhya Pradesh,Datiya,2007,21,0,42,166,60
Madhya Pradesh,Dewas,2007,27,5,24,677,211
Madhya Pradesh,Dhar,2007,22,2,19,465,182
Madhya Pradesh,Dindori,2007,0,1,1,14,9
Madhya Pradesh,Guna,2007,3,2,22,263,68
Madhya Pradesh,Gwalior,2007,68,4,198,1623,982
Madhya Pradesh,Harda,2007,12,0,20,158,67
Madhya Pradesh,Hoshangabad,2007,23,0,33,394,130
Madhya Pradesh,Indore,2007,49,6,175,3363,2130
Madhya Pradesh,Indore Rly.,2007,0,0,5,146,0
Madhya Pradesh,Jabalpur,2007,40,1,104,1035,590
Madhya Pradesh,Jabalpur Rly.,2007,0,0,7,227,1
Madhya Pradesh,Jhabua,2007,14,2,14,140,44
Madhya Pradesh,Katni,2007,15,1,14,186,93
Madhya Pradesh,Khandwa,2007,14,1,15,408,92
Madhya Pradesh,Khargon,2007,12,1,13,501,92
Madhya Pradesh,Mandla,2007,6,1,5,72,21
Madhya Pradesh,Mandsaur,2007,21,2,38,287,82
Madhya Pradesh,Morena,2007,38,15,67,409,218
Madhya Pradesh,Narsinghpur,2007,5,0,11,155,50
Madhya Pradesh,Neemuch,2007,11,1,10,310,91
Madhya Pradesh,Panna,2007,12,4,20,77,16
Madhya Pradesh,Raisen,2007,12,5,20,241,63
Madhya Pradesh,Rajgarh,2007,22,27,45,402,94
Madhya Pradesh,Ratlam,2007,14,5,34,355,110
Madhya Pradesh,Rewa,2007,25,2,56,461,154
Madhya Pradesh,Sagar,2007,32,0,50,557,119
Madhya Pradesh,Satna,2007,27,4,61,497,228
Madhya Pradesh,Seoni,2007,7,1,4,148,52
Madhya Pradesh,Shahdol,2007,8,1,29,166,37
Madhya Pradesh,Shajapur,2007,15,3,68,460,134
Madhya Pradesh,Sheopur,2007,6,0,11,81,21
Madhya Pradesh,Shivpuri,2007,29,5,52,312,267
Madhya Pradesh,Sidhi,2007,44,4,31,307,36
Madhya Pradesh,Sihore,2007,17,3,14,317,75
Madhya Pradesh,Tikamgarh,2007,18,4,35,207,32
Madhya Pradesh,Ujjain,2007,33,7,123,970,299
Madhya Pradesh,Umariya,2007,2,0,6,81,24
Madhya Pradesh,Vidisha,2007,22,0,22,394,102
Madhya Pradesh,Total,2007,922,143,1975,22396,8915
Maharashtra,Ahmednagar,2007,37,49,107,1344,425
Maharashtra,Akola,2007,17,14,55,898,121
Maharashtra,Amravati Commr.,2007,18,6,45,691,118
Maharashtra,Amravati Rural,2007,26,8,26,761,62
Maharashtra,Aurangabad Commr.,2007,29,11,67,762,246
Maharashtra,Aurangabad Rural,2007,15,9,45,376,55
Maharashtra,Beed,2007,48,34,88,645,164
Maharashtra,Bhandara,2007,7,3,18,547,80
Maharashtra,Buldhana,2007,22,17,28,633,100
Maharashtra,Chandrapur,2007,25,7,34,815,153
Maharashtra,Dhule,2007,5,13,24,397,92
Maharashtra,Gadchiroli,2007,8,6,7,162,15
Maharashtra,Gondia,2007,13,9,22,314,40
Maharashtra,Hingoli,2007,8,6,24,167,35
Maharashtra,Jalgaon,2007,27,20,49,667,138
Maharashtra,Jalna,2007,17,7,36,361,75
Maharashtra,Kolhapur,2007,16,7,35,766,268
Maharashtra,Latur,2007,26,10,53,452,134
Maharashtra,Mumbai Commr.,2007,179,31,265,11670,3621
Maharashtra,Mumbai Rly.,2007,1,3,39,1721,2
Maharashtra,Nagpur Commr.,2007,66,27,357,2354,899
Maharashtra,Nagpur Rly.,2007,2,5,22,878,17
Maharashtra,Nagpur Rural,2007,24,5,47,843,82
Maharashtra,Nanded,2007,40,18,54,514,128
Maharashtra,Nandurbar,2007,3,8,13,213,41
Maharashtra,Nasik Commr.,2007,21,5,50,1018,452
Maharashtra,Nasik Rural,2007,29,27,35,559,134
Maharashtra,Navi Mumbai,2007,16,35,118,1704,806
Maharashtra,Osmanabad,2007,23,27,43,447,78
Maharashtra,Parbhani,2007,14,26,53,290,75
Maharashtra,Pune Commr.,2007,122,37,232,4653,2492
Maharashtra,Pune Rly.,2007,1,4,7,316,0
Maharashtra,Pune Rural,2007,41,37,73,1078,455
Maharashtra,Raigad,2007,13,22,25,426,49
Maharashtra,Ratnagiri,2007,9,8,10,274,21
Maharashtra,Sangli,2007,18,11,23,518,134
Maharashtra,Satara,2007,38,19,73,966,249
Maharashtra,Sindhudurg,2007,4,0,6,132,9
Maharashtra,Solapur Commr.,2007,16,4,34,319,122
Maharashtra,Solapur Rural,2007,35,21,65,655,182
Maharashtra,Thane Commr.,2007,110,32,146,2479,1010
Maharashtra,Thane Rural,2007,46,49,92,853,267
Maharashtra,Wardha,2007,26,4,37,654,66
Maharashtra,Washim,2007,19,6,22,395,42
Maharashtra,Yavatmal,2007,32,9,66,994,141
Maharashtra,Total,2007,1312,716,2770,47681,13895
Manipur,Bishnupur,2007,9,0,0,38,6
Manipur,Chandel,2007,2,0,0,7,1
Manipur,Churachandpur,2007,6,0,0,46,3
Manipur,Imphal East,2007,28,0,1,70,13
Manipur,Imphal West,2007,64,1,3,228,100
Manipur,Senapati,2007,8,0,5,12,0
Manipur,Tamenglong,2007,2,0,0,5,1
Manipur,Thoubal,2007,27,1,1,40,26
Manipur,Ukhrul,2007,4,1,1,8,0
Manipur,Total,2007,150,3,11,454,150
Meghalaya,Garo Hills East,2007,6,8,0,32,0
Meghalaya,Garo Hills South,2007,2,2,4,12,0
Meghalaya,Garo Hills West,2007,16,10,6,57,13
Meghalaya,Jaintia Hills,2007,3,10,7,56,2
Meghalaya,Khasi Hills East,2007,22,9,30,270,62
Meghalaya,Khasi Hills West,2007,2,13,3,20,0
Meghalaya,Ri-Bhoi,2007,1,3,6,53,14
Meghalaya,Total,2007,52,55,56,500,91
Mizoram,Aizawl,2007,3,0,3,464,60
Mizoram,Champhai,2007,0,0,0,65,3
Mizoram,Kolasib,2007,1,0,1,83,0
Mizoram,Lawngtlai,2007,0,0,0,27,0
Mizoram,Lunglei,2007,0,0,1,90,0
Mizoram,Mamit,2007,0,0,0,24,0
Mizoram,Saiha,2007,0,0,0,29,0
Mizoram,Serchhip,2007,0,0,0,26,1
Mizoram,Total,2007,4,0,5,808,64
Nagaland,Dimapur,2007,7,2,49,209,161
Nagaland,Kiphire,2007,0,0,0,2,0
Nagaland,Kohima,2007,4,4,18,63,21
Nagaland,Longleng,2007,1,0,0,0,0
Nagaland,Mokokchung,2007,3,1,2,13,8
Nagaland,Mon,2007,0,0,2,10,0
Nagaland,Peren,2007,1,0,1,8,1
Nagaland,Phek,2007,0,0,2,8,0
Nagaland,Tuensang,2007,1,0,0,9,0
Nagaland,Wokha,2007,0,0,1,23,2
Nagaland,Zunheboto,2007,0,0,0,15,1
Nagaland,Total,2007,17,7,75,360,194
Orissa,Angul,2007,37,11,61,370,68
Orissa,Balasore,2007,51,17,40,290,45
Orissa,Baragarh,2007,14,3,33,170,41
Orissa,Berhampur,2007,8,3,27,133,52
Orissa,Bhadrak,2007,21,7,23,68,12
Orissa,Bolangir,2007,26,7,37,143,21
Orissa,Boudh,2007,5,2,4,27,1
Orissa,Cuttack,2007,68,13,136,753,261
Orissa,Deogarh,2007,8,3,16,44,2
Orissa,Dhenkanal,2007,26,9,54,193,30
Orissa,Gajapati,2007,10,0,1,27,5
Orissa,Ganjam,2007,27,7,40,149,33
Orissa,Jagatsinghpur,2007,13,19,34,120,27
Orissa,Jajpur,2007,32,15,44,209,58
Orissa,Jharsuguda,2007,16,18,28,251,73
Orissa,Kalahandi,2007,23,6,24,93,11
Orissa,Kandhamal,2007,14,0,24,40,5
Orissa,Kendrapara,2007,31,11,40,93,18
Orissa,Keonjhar,2007,35,6,54,231,57
Orissa,Khurda,2007,79,23,175,1310,574
Orissa,Koraput,2007,32,2,21,141,16
Orissa,Malkangir,2007,9,1,7,30,4
Orissa,Mayurbhanj,2007,32,6,47,290,29
Orissa,Nayagarh,2007,35,0,16,100,20
Orissa,Nowrangpur,2007,22,3,6,42,6
Orissa,Nuapada,2007,14,1,4,59,7
Orissa,Puri,2007,17,9,90,348,66
Orissa,Rayagada,2007,14,1,7,59,9
Orissa,Rourkela,2007,9,3,31,221,56
Orissa,Sambalpur,2007,15,17,82,259,35
Orissa,Sonepur,2007,12,0,8,45,2
Orissa,Srp(Cuttack),2007,2,2,11,207,41
Orissa,Srp(Rourkela),2007,2,2,10,103,8
Orissa,Sundargarh,2007,42,20,38,212,40
Orissa,Total,2007,801,247,1273,6830,1733
Punjab,Amritsar,2007,48,2,21,445,152
Punjab,Amritsar Rural,2007,31,0,3,70,10
Punjab,Barnala,2007,6,0,1,65,22
Punjab,Batala,2007,19,2,0,144,31
Punjab,Bhatinda,2007,34,1,7,309,173
Punjab,Faridkot,2007,17,0,2,137,53
Punjab,Fatehgarh Sahib,2007,47,1,3,244,93
Punjab,Ferozpur,2007,33,0,0,199,70
Punjab,G.R.P,2007,1,0,0,34,3
Punjab,Gurdaspur,2007,26,1,2,120,48
Punjab,Hoshiarpur,2007,25,1,2,210,57
Punjab,Jagraon,2007,10,0,0,100,31
Punjab,Jalandhar,2007,113,5,11,630,285
Punjab,Kapurthala,2007,22,0,15,210,50
Punjab,Khanna,2007,18,3,7,108,47
Punjab,Ludhiana,2007,120,3,19,664,334
Punjab,Mansa,2007,8,1,1,59,23
Punjab,Moga,2007,22,0,4,125,44
Punjab,Muktsar,2007,22,0,2,104,44
Punjab,Nawan Shahr,2007,10,1,15,99,35
Punjab,Patiala,2007,25,1,3,320,153
Punjab,Ropar,2007,9,0,5,108,39
Punjab,Sangrur,2007,26,3,8,210,72
Punjab,Sas Ngr,2007,33,2,2,312,180
Punjab,Tarn Taran,2007,35,10,5,147,35
Punjab,Total,2007,760,37,138,5173,2084
Rajasthan,Ajmer,2007,89,2,24,867,344
Rajasthan,Alwar,2007,109,0,38,1241,576
Rajasthan,Banswara,2007,46,0,9,106,26
Rajasthan,Baran,2007,28,1,13,271,76
Rajasthan,Barmer,2007,29,0,1,178,59
Rajasthan,Bharatpur,2007,112,32,22,772,290
Rajasthan,Bhilwara,2007,66,1,47,596,302
Rajasthan,Bikaner,2007,36,0,8,320,104
Rajasthan,Bundi,2007,57,1,14,216,74
Rajasthan,Chittorgarh,2007,147,4,38,628,170
Rajasthan,Churu,2007,27,0,6,160,28
Rajasthan,Dausa,2007,67,0,9,725,329
Rajasthan,Dholpur,2007,57,5,12,403,146
Rajasthan,Dungarpur,2007,42,1,10,58,24
Rajasthan,G.R.P.,2007,6,1,2,483,9
Rajasthan,Ganganagar,2007,56,1,18,388,106
Rajasthan,Hanumangarh,2007,24,0,6,199,42
Rajasthan,Jaipur East,2007,65,4,102,2295,1413
Rajasthan,Jaipur North,2007,76,2,24,830,457
Rajasthan,Jaipur Rural,2007,85,1,24,1097,349
Rajasthan,Jaipur South,2007,65,1,27,1293,736
Rajasthan,Jaisalmer,2007,13,1,2,139,24
Rajasthan,Jalore,2007,30,2,3,152,34
Rajasthan,Jhalawar,2007,49,1,20,390,189
Rajasthan,Jhunjhunu,2007,34,0,2,310,74
Rajasthan,Jodhpur City,2007,55,0,16,718,429
Rajasthan,Jodhpur Rural,2007,19,2,13,232,22
Rajasthan,Karauli,2007,69,0,26,424,200
Rajasthan,Kota City,2007,84,1,62,897,589
Rajasthan,Kota Rural,2007,33,2,23,209,109
Rajasthan,Nagaur,2007,49,1,20,372,103
Rajasthan,Pali,2007,71,0,13,333,88
Rajasthan,Rajsamand,2007,43,1,9,173,68
Rajasthan,Sawai Madhopur,2007,48,0,12,452,237
Rajasthan,Sikar,2007,59,1,8,353,93
Rajasthan,Sirohi,2007,37,0,9,164,26
Rajasthan,Tonk,2007,60,0,9,271,94
Rajasthan,Udaipur,2007,135,2,77,630,219
Rajasthan,Total,2007,2177,71,778,19345,8258
Sikkim,East,2007,5,0,4,62,9
Sikkim,North,2007,0,0,1,5,0
Sikkim,South,2007,1,0,0,29,1
Sikkim,West,2007,3,0,1,22,1
Sikkim,Total,2007,9,0,6,118,11
Tamil Nadu,Chennai,2007,83,8,74,2117,338
Tamil Nadu,Chennai Rly.,2007,3,0,4,113,6
Tamil Nadu,Coimbatore Rural,2007,84,7,27,1044,327
Tamil Nadu,Coimbatore Urban,2007,14,1,8,682,126
Tamil Nadu,Cuddalore,2007,57,4,28,490,141
Tamil Nadu,Dharmapuri,2007,44,5,2,124,52
Tamil Nadu,Dindigul,2007,50,1,10,297,63
Tamil Nadu,Erode,2007,66,5,10,603,133
Tamil Nadu,Kanchipuram,2007,18,4,16,368,91
Tamil Nadu,Kanyakumari,2007,22,3,6,292,32
Tamil Nadu,Karur,2007,14,2,14,168,77
Tamil Nadu,Krishnagiri,2007,38,8,21,291,126
Tamil Nadu,Madurai Rural,2007,36,3,10,252,16
Tamil Nadu,Madurai Urban,2007,23,3,5,334,80
Tamil Nadu,Nagapattinam,2007,28,0,4,205,31
Tamil Nadu,Namakkal,2007,31,4,7,230,110
Tamil Nadu,Nilgiris,2007,5,2,2,104,18
Tamil Nadu,Perambalur,2007,22,1,5,172,52
Tamil Nadu,Pudukottai,2007,25,0,9,257,44
Tamil Nadu,Ramnathapuram,2007,25,0,6,187,25
Tamil Nadu,Salem Rural,2007,71,8,21,202,45
Tamil Nadu,Salem Urban,2007,28,0,5,186,53
Tamil Nadu,Sivagangai,2007,40,0,9,227,33
Tamil Nadu,Thanjavur,2007,50,4,18,588,98
Tamil Nadu,Theni,2007,22,0,9,241,51
Tamil Nadu,Thirunelveli Rural,2007,56,1,46,416,43
Tamil Nadu,Thirunelveli Urban,2007,10,0,10,196,41
Tamil Nadu,Thiruvallur,2007,14,2,2,161,35
Tamil Nadu,Thiruvannamalai,2007,25,1,2,195,50
Tamil Nadu,Thiruvarur,2007,30,5,13,175,19
Tamil Nadu,Thoothugudi,2007,33,0,11,411,52
Tamil Nadu,Trichy Rly.,2007,0,0,0,31,0
Tamil Nadu,Trichy Rural,2007,23,0,10,184,62
Tamil Nadu,Trichy Urban,2007,17,1,18,516,125
Tamil Nadu,Vellore,2007,55,0,11,418,129
Tamil Nadu,Villupuram,2007,64,4,24,369,140
Tamil Nadu,Virudhunagar,2007,44,1,18,371,37
Tamil Nadu,Total,2007,1270,88,495,13217,2901
Tripura,Dhalai,2007,27,1,8,29,1
Tripura,North,2007,21,1,6,72,3
Tripura,South,2007,21,0,27,125,19
Tripura,West,2007,44,12,23,185,32
Tripura,Total,2007,113,14,64,411,55
Uttar Pradesh,Agra,2007,209,11,57,1483,1039
Uttar Pradesh,Aligarh,2007,147,3,67,680,326
Uttar Pradesh,Allahabad,2007,100,3,47,606,278
Uttar Pradesh,Ambedkar Nagar,2007,33,1,19,126,17
Uttar Pradesh,Auraiya,2007,34,5,22,81,36
Uttar Pradesh,Azamgarh,2007,34,4,22,119,66
Uttar Pradesh,Badaun,2007,53,4,17,158,28
Uttar Pradesh,Baghpat,2007,35,3,26,157,72
Uttar Pradesh,Bahraich,2007,53,7,26,130,36
Uttar Pradesh,Ballia,2007,26,1,6,105,52
Uttar Pradesh,Balrampur,2007,17,4,2,58,19
Uttar Pradesh,Banda,2007,18,0,10,79,17
Uttar Pradesh,Barabanki,2007,70,13,24,161,52
Uttar Pradesh,Bareilly,2007,126,5,62,514,193
Uttar Pradesh,Basti,2007,22,0,11,97,32
Uttar Pradesh,Bijnor,2007,68,7,35,178,75
Uttar Pradesh,Bulandshahar,2007,120,1,33,400,156
Uttar Pradesh,Chandoli,2007,12,2,5,51,19
Uttar Pradesh,Chitrakoot Dham,2007,8,3,1,39,8
Uttar Pradesh,Deoria,2007,21,1,5,83,42
Uttar Pradesh,Etah,2007,107,1,27,297,122
Uttar Pradesh,Etawah,2007,84,2,32,220,106
Uttar Pradesh,Faizabad,2007,46,4,12,218,78
Uttar Pradesh,Fatehgarh,2007,71,3,27,103,40
Uttar Pradesh,Fatehpur,2007,45,6,18,80,28
Uttar Pradesh,Firozabad,2007,109,30,74,318,161
Uttar Pradesh,G.R.P.,2007,8,11,27,1279,63
Uttar Pradesh,Gautambudh Nagar,2007,83,3,47,1349,825
Uttar Pradesh,Ghaziabad,2007,158,4,45,1031,628
Uttar Pradesh,Ghazipur,2007,14,7,23,106,43
Uttar Pradesh,Gonda,2007,47,7,23,156,73
Uttar Pradesh,Gorakhpur,2007,58,0,15,348,214
Uttar Pradesh,Hamirpur,2007,12,0,1,13,3
Uttar Pradesh,Hardoi,2007,47,1,17,163,34
Uttar Pradesh,Hathras,2007,71,32,57,197,74
Uttar Pradesh,J.P.Nagar,2007,34,0,16,167,73
Uttar Pradesh,Jalaun,2007,27,5,13,82,39
Uttar Pradesh,Jaunpur,2007,47,6,41,169,58
Uttar Pradesh,Jhansi,2007,25,0,23,178,94
Uttar Pradesh,Kannauj,2007,32,1,16,78,26
Uttar Pradesh,Kanpur Dehat,2007,62,4,15,114,19
Uttar Pradesh,Kanpur Nagar,2007,291,42,114,1204,839
Uttar Pradesh,Kaushambi,2007,48,3,26,69,6
Uttar Pradesh,Khiri,2007,75,6,21,276,93
Uttar Pradesh,Kushi Nagar,2007,29,0,7,72,19
Uttar Pradesh,Lalitpur,2007,13,4,2,44,11
Uttar Pradesh,Lucknow,2007,260,32,221,2642,1558
Uttar Pradesh,Maharajganj,2007,25,2,11,52,19
Uttar Pradesh,Mahoba,2007,11,0,8,55,30
Uttar Pradesh,Mainpuri,2007,72,58,65,251,119
Uttar Pradesh,Mathura,2007,74,9,44,610,377
Uttar Pradesh,Mau,2007,37,0,14,93,27
Uttar Pradesh,Meerut,2007,150,7,86,854,414
Uttar Pradesh,Mirzapur,2007,8,0,9,98,39
Uttar Pradesh,Moradabad,2007,129,4,44,597,246
Uttar Pradesh,Muzaffarnagar,2007,154,12,75,532,230
Uttar Pradesh,Pilibhit,2007,47,0,4,83,31
Uttar Pradesh,Pratapgarh,2007,53,3,19,180,66
Uttar Pradesh,Raibareilly,2007,47,5,14,175,45
Uttar Pradesh,Rampur,2007,61,5,47,274,58
Uttar Pradesh,Saharanpur,2007,41,1,22,389,171
Uttar Pradesh,Sant Kabirnagar,2007,20,0,12,36,14
Uttar Pradesh,Shahjahanpur,2007,102,19,48,244,87
Uttar Pradesh,Shrawasti,2007,18,2,5,55,6
Uttar Pradesh,Sidharthnagar,2007,25,0,7,78,32
Uttar Pradesh,Sitapur,2007,102,7,43,466,61
Uttar Pradesh,Sonbhadra,2007,12,1,8,66,28
Uttar Pradesh,St.Ravidasnagar,2007,13,1,14,70,32
Uttar Pradesh,Sultanpur,2007,50,1,37,198,92
Uttar Pradesh,Unnao,2007,68,6,32,165,58
Uttar Pradesh,Varanasi,2007,50,2,44,917,687
Uttar Pradesh,Total,2007,4478,437,2169,22816,10859
Uttarakhand,Almora,2007,0,2,10,42,2
Uttarakhand,Bageshwar,2007,0,0,2,8,0
Uttarakhand,Chamoli,2007,7,0,1,26,1
Uttarakhand,Champawat,2007,2,0,3,13,1
Uttarakhand,Dehradun,2007,60,7,25,396,134
Uttarakhand,Haridwar,2007,72,19,70,472,210
Uttarakhand,Nainital,2007,25,7,13,176,60
Uttarakhand,Pauri Garhwal,2007,11,0,3,49,10
Uttarakhand,Pithoragarh,2007,9,1,8,33,2
Uttarakhand,Rudra Prayag,2007,5,0,3,20,0
Uttarakhand,Tehri Garhwal,2007,4,0,9,37,3
Uttarakhand,Udhamsingh Nagar,2007,49,10,23,292,141
Uttarakhand,Uttarkashi,2007,9,0,3,29,1
Uttarakhand,Total,2007,253,46,173,1593,565
West Bengal,24 Parganas North,2007,236,13,18,1183,269
West Bengal,24 Parganas South,2007,241,14,39,1440,322
West Bengal,Asansol,2007,18,3,9,145,45
West Bengal,Bankura,2007,14,5,20,157,16
West Bengal,Birbhum,2007,31,10,14,263,49
West Bengal,Burdwan,2007,54,13,28,517,185
West Bengal,Coochbehar,2007,68,1,8,160,33
West Bengal,Dakshin Dinajpur,2007,47,0,4,92,14
West Bengal,Darjeeling,2007,36,5,7,473,90
West Bengal,Hooghly,2007,46,12,24,631,122
West Bengal,Howrah,2007,83,4,17,635,157
West Bengal,Howrah G.R.P.,2007,3,0,5,401,0
West Bengal,Jalpaiguri,2007,202,5,35,1538,95
West Bengal,Kharagpur G.R.P.,2007,2,1,0,127,0
West Bengal,Kolkata,2007,114,2,74,2924,621
West Bengal,Malda,2007,73,4,15,273,103
West Bengal,Murshidabad,2007,140,10,17,655,103
West Bengal,Nadia,2007,175,18,14,863,51
West Bengal,Paschim Midnapur,2007,61,10,31,328,44
West Bengal,Purab Midnapur,2007,75,8,10,242,37
West Bengal,Purulia,2007,14,0,12,184,9
West Bengal,Sealdah G.R.P.,2007,4,5,5,164,0
West Bengal,Siliguri G.R.P.,2007,1,2,0,57,0
West Bengal,Uttar Dinajpur,2007,62,1,21,295,56
West Bengal,Total,2007,1800,146,427,13747,2421
Andaman & Nicobar Islands,A And N Islands,2007,12,5,9,112,8
Andaman & Nicobar Islands,Total,2007,12,5,9,112,8
Chandigarh,Chandigarh,2007,52,2,37,1740,853
Chandigarh,Total,2007,52,2,37,1740,853
Dadra & Nagar Haveli,D And N Haveli,2007,9,1,3,87,19
Dadra & Nagar Haveli,Total,2007,9,1,3,87,19
Daman & Diu,Daman,2007,0,3,1,37,26
Daman & Diu,Diu,2007,1,0,1,6,2
Daman & Diu,Total,2007,1,3,2,43,28
Nct Of Delhi,Central,2007,70,1,28,1069,538
Nct Of Delhi,Delhi Ut Total,2007,1688,34,557,17037,8874
Nct Of Delhi,East,2007,145,7,102,2239,1183
Nct Of Delhi,Grp(Rly),2007,12,0,2,795,40
Nct Of Delhi,Igi Airport,2007,3,0,6,144,26
Nct Of Delhi,New Delhi,2007,12,1,23,698,215
Nct Of Delhi,North,2007,64,5,33,747,300
Nct Of Delhi,North-East,2007,241,2,55,1287,732
Nct Of Delhi,North-West,2007,208,4,63,1841,1206
Nct Of Delhi,Outer,2007,360,4,85,1216,700
Nct Of Delhi,South,2007,256,2,75,3179,1742
Nct Of Delhi,South-West,2007,148,7,47,1802,960
Nct Of Delhi,Stf,2007,0,1,0,0,0
Nct Of Delhi,West,2007,169,0,38,2020,1232
Lakshadweep,Lakshadweep,2007,0,0,0,20,2
Lakshadweep,Total,2007,0,0,0,20,2
Pondicherry,Karaikal,2007,5,0,0,87,39
Pondicherry,Pondicherry,2007,15,1,8,700,459
Pondicherry,Total,2007,20,1,8,787,498
Andhra Pradesh,Adilabad,2008,41,3,20,427,56
Andhra Pradesh,Anantapur,2008,90,10,20,496,187
Andhra Pradesh,Chittoor,2008,84,6,20,1321,420
Andhra Pradesh,Cuddapah,2008,76,2,12,537,151
Andhra Pradesh,Cyberabad,2008,141,7,81,3081,1202
Andhra Pradesh,East Godavari,2008,91,0,19,1189,256
Andhra Pradesh,Guntakal Rly.,2008,0,0,1,122,0
Andhra Pradesh,Guntur,2008,83,4,25,1233,392
Andhra Pradesh,Hyderabad City,2008,140,10,115,5200,2106
Andhra Pradesh,Karimnagar,2008,159,1,15,697,158
Andhra Pradesh,Khammam,2008,103,3,9,560,186
Andhra Pradesh,Krishna,2008,69,0,11,587,121
Andhra Pradesh,Kurnool,2008,89,14,28,530,160
Andhra Pradesh,Mahaboobnagar,2008,104,9,36,923,8
Andhra Pradesh,Medak,2008,62,7,20,641,145
Andhra Pradesh,Nalgonda,2008,91,7,31,551,132
Andhra Pradesh,Nellore,2008,83,4,23,735,249
Andhra Pradesh,Nizamabad,2008,51,7,31,686,96
Andhra Pradesh,Prakasham,2008,66,5,12,413,124
Andhra Pradesh,Ranga Reddy,2008,23,2,8,184,28
Andhra Pradesh,Secunderabad Rly.,2008,0,0,2,371,0
Andhra Pradesh,Srikakulam,2008,18,2,4,219,21
Andhra Pradesh,Vijayawada City,2008,49,1,24,1176,321
Andhra Pradesh,Vijayawada Rly.,2008,1,0,3,306,0
Andhra Pradesh,Visakha Rural,2008,12,0,3,153,4
Andhra Pradesh,Visakhapatnam,2008,34,3,28,1045,343
Andhra Pradesh,Vizianagaram,2008,16,0,1,206,0
Andhra Pradesh,Warangal,2008,82,1,3,455,140
Andhra Pradesh,West Godavari,2008,112,2,18,1318,291
Andhra Pradesh,Total,2008,1970,110,623,25362,7297
Arunachal Pradesh,Changlang,2008,4,0,7,49,0
Arunachal Pradesh,Dibang Valley,2008,6,1,1,36,2
Arunachal Pradesh,K/Kumey,2008,3,0,1,4,0
Arunachal Pradesh,Kameng East,2008,6,2,4,13,0
Arunachal Pradesh,Kameng West,2008,3,3,0,20,2
Arunachal Pradesh,Lohit,2008,1,0,6,43,0
Arunachal Pradesh,Papum Pare,2008,18,5,33,111,40
Arunachal Pradesh,Siang East,2008,8,2,7,40,2
Arunachal Pradesh,Siang Upper,2008,1,0,2,12,1
Arunachal Pradesh,Siang West,2008,10,0,1,51,3
Arunachal Pradesh,Subansiri Lower,2008,4,0,6,16,3
Arunachal Pradesh,Subansiri Upper,2008,2,0,4,13,2
Arunachal Pradesh,Tawang,2008,0,0,1,10,0
Arunachal Pradesh,Tirap,2008,13,1,6,24,5
